Source: USDA National Nutrient Database for Standard Reference 28 Software v.3.5.5.2 2016-11-29
"Nutrients: Protein (g); Carbohydrate, by difference (g); Total lipid (fat) (g)"
"Food Groups: Beef Products; Cereal Grains and Pasta; Dairy and Egg Products; Finfish and Shellfish Products; Fruits and Fruit Juices; Legumes and Legume Products; Nut and Seed Products; Pork Products; Poultry Products; Vegetables and Vegetable Products"
Food Subset:All Foods
Ordered by:Food Name
Measured by:100 g
Report Run at: 12-08-2016T20:57
NDB_NO,Description,"Protein"(g)Per 100 g,"Carbohydrate, by difference"(g)Per 100 g,"Total lipid (fat)"(g)Per 100 g,
20647,"Millet flour",10.75,75.12,4.25,,
20032,"Millet, cooked",3.51,23.67,1.0,,
20031,"Millet, raw",11.02,72.85,4.22,,
16112,"Miso",12.79,25.37,6.01,,
15156,"Mollusks, abalone, mixed species, cooked, fried",19.63,11.05,6.78,,
15155,"Mollusks, abalone, mixed species, raw",17.1,6.01,0.76,,
15160,"Mollusks, clam, mixed species, canned, drained solids",24.25,5.9,1.59,,
15162,"Mollusks, clam, mixed species, canned, liquid",0.4,0.1,0.02,,
15158,"Mollusks, clam, mixed species, cooked, breaded and fried",14.24,10.33,11.15,,
15159,"Mollusks, clam, mixed species, cooked, moist heat",25.55,5.13,1.95,,
15157,"Mollusks, clam, mixed species, raw",14.67,3.57,0.96,,
15250,"Mollusks, conch, baked or broiled",26.3,1.7,1.2,,
15229,"Mollusks, cuttlefish, mixed species, cooked, moist heat",32.48,1.64,1.4,,
15163,"Mollusks, cuttlefish, mixed species, raw",16.24,0.82,0.7,,
15165,"Mollusks, mussel, blue, cooked, moist heat",23.8,7.39,4.48,,
15164,"Mollusks, mussel, blue, raw",11.9,3.69,2.24,,
15230,"Mollusks, octopus, common, cooked, moist heat",29.82,4.4,2.08,,
15166,"Mollusks, octopus, common, raw",14.91,2.2,1.04,,
15170,"Mollusks, oyster, eastern, canned",7.06,3.91,2.47,,
15168,"Mollusks, oyster, eastern, cooked, breaded and fried",8.77,11.62,12.58,,
15246,"Mollusks, oyster, eastern, farmed, cooked, dry heat",7.0,7.28,2.12,,
15245,"Mollusks, oyster, eastern, farmed, raw",5.22,5.53,1.55,,
15244,"Mollusks, oyster, eastern, wild, cooked, dry heat",8.87,4.23,2.65,,
15169,"Mollusks, oyster, eastern, wild, cooked, moist heat",11.42,5.45,3.42,,
15167,"Mollusks, oyster, eastern, wild, raw",5.71,2.72,1.71,,
15231,"Mollusks, oyster, Pacific, cooked, moist heat",18.9,9.9,4.6,,
15171,"Mollusks, oyster, Pacific, raw",9.45,4.95,2.3,,
90240,"Mollusks, scallop, (bay and sea), cooked, steamed",20.54,5.41,0.84,,
15173,"Mollusks, scallop, mixed species, cooked, breaded and fried",18.07,10.13,10.94,,
15174,"Mollusks, scallop, mixed species, imitation, made from surimi",12.77,10.62,0.41,,
15172,"Mollusks, scallop, mixed species, raw",12.06,3.18,0.49,,
90560,"Mollusks, snail, raw",16.1,2.0,1.4,,
15176,"Mollusks, squid, mixed species, cooked, fried",17.94,7.79,7.48,,
15175,"Mollusks, squid, mixed species, raw",15.58,3.08,1.38,,
15178,"Mollusks, whelk, unspecified, cooked, moist heat",47.68,15.52,0.8,,
15177,"Mollusks, whelk, unspecified, raw",23.84,7.76,0.4,,
16163,"MORI-NU, Tofu, silken, extra firm",7.4,2.0,1.9,,
16162,"MORI-NU, Tofu, silken, firm",6.9,2.4,2.7,,
16165,"MORI-NU, Tofu, silken, lite extra firm",7.0,1.0,0.7,,
16164,"MORI-NU, Tofu, silken, lite firm",6.3,1.1,0.8,,
16161,"MORI-NU, Tofu, silken, soft",4.8,2.9,2.7,,
16551,"MORNINGSTAR FARMS Asian Veggie Patties, frozen, unprepared",11.4,18.2,6.2,,
16590,"MORNINGSTAR FARMS BBQ Riblets, frozen, unprepared",11.4,24.6,2.3,,
16542,"MORNINGSTAR FARMS Breakfast Bacon Strips, frozen, unprepared",12.4,14.3,26.6,,
16603,"MORNINGSTAR FARMS Breakfast Biscuit Sausage, Egg  &  Cheese, frozen, unprepared",9.3,37.5,8.1,,
16538,"MORNINGSTAR FARMS Breakfast Pattie with Organic Soy, frozen, unprepared",23.7,12.6,8.3,,
16609,"MORNINGSTAR FARMS Breakfast Pattie, frozen, unprepared",23.7,12.6,8.3,,
16546,"MORNINGSTAR FARMS Breakfast Sausage Links, frozen, unprepared",19.2,6.8,6.1,,
22122,"MORNINGSTAR FARMS Breakfast Sausage Patties, frozen, unprepared",25.8,8.8,7.9,,
16607,"MORNINGSTAR FARMS Buffalo Chik Patties, frozen, unprepared",12.1,25.2,12.8,,
16555,"MORNINGSTAR FARMS Buffalo Wings, frozen, unprepared",14.1,22.6,11.0,,
16592,"MORNINGSTAR FARMS California Turk'y Burger, frozen, unprepared",14.9,12.6,7.7,,
16608,"MORNINGSTAR FARMS Chik Patties Original, frozen, unprepared",11.2,20.5,9.1,,
16557,"MORNINGSTAR FARMS Chik Patties, frozen, unprepared",11.8,22.9,7.0,,
16588,"MORNINGSTAR FARMS Chik'n Grill Veggie Patties, frozen, unprepared",12.8,10.2,4.8,,
16556,"MORNINGSTAR FARMS Chik'n Nuggets, frozen, unprepared",14.4,21.8,10.0,,
16615,"MORNINGSTAR FARMS Chipotle Black Bean Crumbles, frozen, unprepared",14.4,10.2,4.1,,
16561,"MORNINGSTAR FARMS Corn Dog Mini, frozen, unprepared",13.2,32.6,4.7,,
16560,"MORNINGSTAR FARMS Corn Dog, frozen, unprepared",11.2,36.0,3.5,,
16616,"MORNINGSTAR FARMS Garden Veggie Nuggets, frozen, unprepared",9.6,16.9,12.2,,
22118,"MORNINGSTAR FARMS Garden Veggie Patties, frozen, unprepared",17.8,13.7,5.5,,
22120,"MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles, frozen, unprepared",18.5,8.3,4.3,,
16601,"MORNINGSTAR FARMS Grillers Chik'n Veggie Patties, frozen, unprepared",12.8,10.2,4.8,,
16548,"MORNINGSTAR FARMS Grillers Original, frozen, unprepared",23.9,8.5,9.3,,
16549,"MORNINGSTAR FARMS Grillers Prime, frozen, unprepared",24.0,5.9,13.2,,
16596,"MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger, frozen, unprepared",22.8,8.9,10.5,,
22121,"MORNINGSTAR FARMS Grillers Vegan, frozen, unprepared",16.3,9.1,3.4,,
16593,"MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties, frozen, unprepared",21.8,8.5,7.4,,
16594,"MORNINGSTAR FARMS Lasagna with Veggie Sausage, frozen, unprepared",7.1,14.4,2.3,,
16602,"MORNINGSTAR FARMS Meal Starters Veggie Meatballs, frozen, unprepared",17.7,9.9,5.8,,
16606,"MORNINGSTAR FARMS Mediterranean Chickpea, frozen, unprepared",15.5,19.8,6.5,,
16552,"MORNINGSTAR FARMS Mushroom Lover's Burger, frozen, unprepared",14.3,9.2,8.2,,
16611,"MORNINGSTAR FARMS Parmesan Garlic Wings, frozen, unprepared",14.2,24.1,8.6,,
16610,"MORNINGSTAR FARMS Roasted Garlic  &  Quinoa Burger, frozen, unprepared",10.7,17.8,12.1,,
16565,"MORNINGSTAR FARMS Sausage Style Recipe Crumbles, frozen, unprepared",20.2,9.9,4.6,,
16600,"MORNINGSTAR FARMS Sesame Chik'n Entree, frozen, unprepared",5.3,17.3,3.5,,
22123,"MORNINGSTAR FARMS Spicy Black Bean Burger, frozen, unprepared",14.6,19.1,6.1,,
16617,"MORNINGSTAR FARMS Spicy Black Bean Enchilada Entree, frozen, unprepared",5.8,15.9,5.2,,
16618,"MORNINGSTAR FARMS Spicy Indian Veggie Burger, frozen, unprepared",9.2,17.0,11.6,,
16554,"MORNINGSTAR FARMS Tomato  &  Basil Pizza Burger, frozen, unprepared",15.5,14.0,8.6,,
16619,"MORNINGSTAR FARMS Tuscan Greens  &  Beans, frozen, unprepared",5.9,11.7,6.3,,
22119,"MORNINGSTAR FARMS Veggie Dog, frozen, unprepared",17.4,11.2,1.3,,
16379,"Mothbeans, mature seeds, cooked, boiled, with salt",7.81,20.96,0.55,,
16079,"Mothbeans, mature seeds, cooked, boiled, without salt",7.81,20.96,0.55,,
16078,"Mothbeans, mature seeds, raw",22.94,61.52,1.61,,
11927,"Mountain yam, hawaii, cooked, steamed, with salt",1.73,19.99,0.08,,
11259,"Mountain yam, hawaii, cooked, steamed, without salt",1.73,20.0,0.08,,
11258,"Mountain yam, hawaii, raw",1.34,16.3,0.1,,
09190,"Mulberries, raw",1.44,9.8,0.39,,
16381,"Mung beans, mature seeds, cooked, boiled, with salt",7.02,19.15,0.38,,
16081,"Mung beans, mature seeds, cooked, boiled, without salt",7.02,19.15,0.38,,
16080,"Mung beans, mature seeds, raw",23.86,62.62,1.15,,
11718,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",2.03,3.6,0.09,,
11044,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",2.03,4.19,0.09,,
11045,"Mung beans, mature seeds, sprouted, cooked, stir-fried",4.3,10.59,0.21,,
11043,"Mung beans, mature seeds, sprouted, raw",3.04,5.94,0.18,,
16384,"Mungo beans, mature seeds, cooked, boiled, with salt",7.54,18.34,0.55,,
16084,"Mungo beans, mature seeds, cooked, boiled, without salt",7.54,18.34,0.55,,
16083,"Mungo beans, mature seeds, raw",25.21,58.99,1.64,,
11938,"Mushroom, white, exposed to ultraviolet light, raw",3.09,3.26,0.34,,
11936,"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",2.5,4.3,0.1,,
11266,"Mushrooms, brown, italian, or crimini, raw",2.5,4.3,0.1,,
11264,"Mushrooms, canned, drained solids",1.87,5.09,0.29,,
11239,"Mushrooms, Chanterelle, raw",1.49,6.86,0.53,,
11950,"Mushrooms, enoki, raw",2.66,7.81,0.29,,
11993,"Mushrooms, maitake, raw",1.94,6.97,0.19,,
11240,"Mushrooms, morel, raw",3.12,5.1,0.57,,
11987,"Mushrooms, oyster, raw",3.31,6.09,0.41,,
11939,"Mushrooms, portabella, exposed to ultraviolet light, grilled",3.28,4.44,0.58,,
11998,"Mushrooms, portabella, exposed to ultraviolet light, raw",2.11,3.87,0.35,,
11243,"Mushrooms, portabella, grilled",3.28,4.44,0.58,,
11265,"Mushrooms, portabella, raw",2.11,3.87,0.35,,
11798,"Mushrooms, shiitake, cooked, with salt",1.56,14.39,0.22,,
11269,"Mushrooms, shiitake, cooked, without salt",1.56,14.39,0.22,,
11268,"Mushrooms, shiitake, dried",9.58,75.37,0.99,,
11238,"Mushrooms, shiitake, raw",2.24,6.79,0.49,,
11267,"Mushrooms, shiitake, stir-fried",3.45,7.68,0.35,,
11989,"Mushrooms, straw, canned, drained solids",3.83,4.64,0.68,,
11797,"Mushrooms, white, cooked, boiled, drained, with salt",2.17,5.29,0.47,,
11261,"Mushrooms, white, cooked, boiled, drained, without salt",2.17,5.29,0.47,,
11260,"Mushrooms, white, raw",3.09,3.26,0.34,,
11263,"Mushrooms, white, stir-fried",3.58,4.04,0.33,,
11799,"Mustard greens, cooked, boiled, drained, with salt",2.56,4.51,0.47,,
11271,"Mustard greens, cooked, boiled, drained, without salt",2.56,4.51,0.47,,
11800,"Mustard greens, frozen, cooked, boiled, drained, with salt",2.27,3.11,0.25,,
11273,"Mustard greens, frozen, cooked, boiled, drained, without salt",2.27,3.11,0.25,,
11272,"Mustard greens, frozen, unprepared",2.49,3.41,0.27,,
11270,"Mustard greens, raw",2.86,4.67,0.42,,
11801,"Mustard spinach, (tendergreen), cooked, boiled, drained, with salt",1.7,2.8,0.2,,
11275,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",1.7,2.8,0.2,,
11274,"Mustard spinach, (tendergreen), raw",2.2,3.9,0.3,,
09448,"Nance, canned, syrup, drained",0.56,22.79,1.28,,
09449,"Nance, frozen, unsweetened",0.66,16.97,1.16,,
09450,"Naranjilla (lulo) pulp, frozen, unsweetened",0.44,5.9,0.22,,
16113,"Natto",19.4,12.68,11.0,,
09191,"Nectarines, raw",1.06,10.55,0.32,,
11802,"New zealand spinach, cooked, boiled, drained, with salt",1.3,2.13,0.17,,
11277,"New Zealand spinach, cooked, boiled, drained, without salt",1.3,2.13,0.17,,
11276,"New Zealand spinach, raw",1.5,2.5,0.2,,
16082,"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",0.16,86.09,0.06,,
20113,"Noodles, chinese, chow mein",8.11,72.8,15.43,,
20310,"Noodles, egg, cooked, enriched, with added salt",4.54,25.16,2.07,,
20510,"Noodles, egg, cooked, unenriched, with added salt",4.54,25.16,2.07,,
20109,"Noodles, egg, dry, enriched",14.16,71.27,4.44,,
20409,"Noodles, egg, dry, unenriched",14.16,71.27,4.44,,
20110,"Noodles, egg, enriched, cooked",4.54,25.16,2.07,,
20112,"Noodles, egg, spinach, enriched, cooked",5.04,24.25,1.57,,
20111,"Noodles, egg, spinach, enriched, dry",14.61,70.32,4.55,,
20410,"Noodles, egg, unenriched, cooked, without added salt",4.54,25.16,2.07,,
20118,"Noodles, flat, crunchy, Chinese restaurant",10.33,51.9,31.72,,
20115,"Noodles, japanese, soba, cooked",5.06,21.44,0.1,,
20114,"Noodles, japanese, soba, dry",14.38,74.62,0.71,,
20117,"Noodles, japanese, somen, cooked",4.0,27.54,0.18,,
20116,"Noodles, japanese, somen, dry",11.35,74.1,0.81,,
11964,"Nopales, cooked, without salt",1.35,3.28,0.05,,
11963,"Nopales, raw",1.32,3.33,0.09,,
01250,"Nutritional supplement for people with diabetes, liquid",4.4,11.88,3.08,,
12060,"Nuts, acorn flour, full fat",7.49,54.65,30.17,,
12059,"Nuts, acorns, dried",8.1,53.66,31.41,,
12058,"Nuts, acorns, raw",6.15,40.75,23.86,,
12695,"Nuts, almond butter, plain, with salt added",20.96,18.82,55.5,,
12195,"Nuts, almond butter, plain, without salt added",20.96,18.82,55.5,,
12071,"Nuts, almond paste",9.0,47.81,27.74,,
12061,"Nuts, almonds",21.15,21.55,49.93,,
12062,"Nuts, almonds, blanched",21.4,18.67,52.52,,
12563,"Nuts, almonds, dry roasted, with salt added",20.96,21.01,52.54,,
12063,"Nuts, almonds, dry roasted, without salt added",20.96,21.01,52.54,,
12206,"Nuts, almonds, honey roasted, unblanched",18.17,27.9,49.9,,
12665,"Nuts, almonds, oil roasted, lightly salted",21.23,17.68,55.17,,
12565,"Nuts, almonds, oil roasted, with salt added",21.23,17.68,55.17,,
12567,"Nuts, almonds, oil roasted, with salt added, smoke flavor",21.43,17.86,55.89,,
12065,"Nuts, almonds, oil roasted, without salt added",21.23,17.68,55.17,,
12077,"Nuts, beechnuts, dried",6.2,33.5,50.0,,
12078,"Nuts, brazilnuts, dried, unblanched",14.32,11.74,67.1,,
12084,"Nuts, butternuts, dried",24.9,12.05,56.98,,
12588,"Nuts, cashew butter, plain, with salt added",12.12,30.3,53.03,,
12088,"Nuts, cashew butter, plain, without salt added",17.56,27.57,49.41,,
12585,"Nuts, cashew nuts, dry roasted, with salt added",15.31,32.69,46.35,,
12085,"Nuts, cashew nuts, dry roasted, without salt added",15.31,32.69,46.35,,
12586,"Nuts, cashew nuts, oil roasted, with salt added",16.84,30.16,47.77,,
12086,"Nuts, cashew nuts, oil roasted, without salt added",16.84,29.87,47.77,,
12087,"Nuts, cashew nuts, raw",18.22,30.19,43.85,,
12095,"Nuts, chestnuts, chinese, boiled and steamed",2.88,33.64,0.76,,
12094,"Nuts, chestnuts, chinese, dried",6.82,79.76,1.81,,
12093,"Nuts, chestnuts, chinese, raw",4.2,49.07,1.11,,
12096,"Nuts, chestnuts, chinese, roasted",4.48,52.36,1.19,,
12101,"Nuts, chestnuts, european, boiled and steamed",2.0,27.76,1.38,,
12100,"Nuts, chestnuts, european, dried, peeled",5.01,78.43,3.91,,
12099,"Nuts, chestnuts, european, dried, unpeeled",6.39,77.31,4.45,,
12098,"Nuts, chestnuts, european, raw, peeled",1.63,44.17,1.25,,
12097,"Nuts, chestnuts, european, raw, unpeeled",2.42,45.54,2.26,,
12167,"Nuts, chestnuts, european, roasted",3.17,52.96,2.2,,
12203,"Nuts, chestnuts, japanese, boiled and steamed",0.82,12.64,0.19,,
12175,"Nuts, chestnuts, japanese, dried",5.25,81.43,1.24,,
12202,"Nuts, chestnuts, japanese, raw",2.25,34.91,0.53,,
12204,"Nuts, chestnuts, japanese, roasted",2.97,45.13,0.8,,
12116,"Nuts, coconut cream, canned, sweetened",1.17,53.21,16.31,,
12115,"Nuts, coconut cream, raw (liquid expressed from grated meat)",3.63,6.65,34.68,,
12177,"Nuts, coconut meat, dried (desiccated), creamed",5.3,21.52,69.08,,
12108,"Nuts, coconut meat, dried (desiccated), not sweetened",6.88,23.65,64.53,,
12110,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, canned",3.35,40.91,31.69,,
12109,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",3.13,51.85,27.99,,
12179,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",2.88,47.67,35.49,,
12114,"Nuts, coconut meat, dried (desiccated), toasted",5.3,44.4,47.0,,
12104,"Nuts, coconut meat, raw",3.33,15.23,33.49,,
12118,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",2.02,2.81,21.33,,
12176,"Nuts, coconut milk, frozen (liquid expressed from grated meat and water)",1.61,5.58,20.8,,
12117,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",2.29,5.54,23.84,,
12119,"Nuts, coconut water (liquid from coconuts)",0.72,3.71,0.2,,
12200,"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",13.11,20.79,62.3,,
12140,"Nuts, formulated, wheat-based, unflavored, with salt added",13.82,23.68,57.7,,
12129,"Nuts, ginkgo nuts, canned",2.29,22.1,1.62,,
12128,"Nuts, ginkgo nuts, dried",10.35,72.45,2.0,,
12127,"Nuts, ginkgo nuts, raw",4.32,37.6,1.68,,
12120,"Nuts, hazelnuts or filberts",14.95,16.7,60.75,,
12121,"Nuts, hazelnuts or filberts, blanched",13.7,17.0,61.15,,
12122,"Nuts, hazelnuts or filberts, dry roasted, without salt added",15.03,17.6,62.4,,
12130,"Nuts, hickorynuts, dried",12.72,18.25,64.37,,
12632,"Nuts, macadamia nuts, dry roasted, with salt added",7.79,12.83,76.08,,
12132,"Nuts, macadamia nuts, dry roasted, without salt added",7.79,13.38,76.08,,
12131,"Nuts, macadamia nuts, raw",7.91,13.82,75.77,,
12141,"Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER",18.0,19.02,58.8,,
12136,"Nuts, mixed nuts, dry roasted, with peanuts, salt added, PLANTERS pistachio blend",21.95,22.51,49.3,,
12635,"Nuts, mixed nuts, dry roasted, with peanuts, with salt added",17.3,25.35,51.45,,
12135,"Nuts, mixed nuts, dry roasted, with peanuts, without salt added",19.5,22.42,53.5,,
12737,"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",20.04,21.05,53.95,,
12637,"Nuts, mixed nuts, oil roasted, with peanuts, with salt added",20.04,21.05,53.95,,
12137,"Nuts, mixed nuts, oil roasted, with peanuts, without salt added",20.04,21.05,53.95,,
12738,"Nuts, mixed nuts, oil roasted, without peanuts, lightly salted",17.86,25.0,50.0,,
12638,"Nuts, mixed nuts, oil roasted, without peanuts, with salt added",15.52,22.27,56.17,,
12138,"Nuts, mixed nuts, oil roasted, without peanuts, without salt added",15.52,22.27,56.17,,
12142,"Nuts, pecans",9.17,13.86,71.97,,
12643,"Nuts, pecans, dry roasted, with salt added",9.5,13.55,74.27,,
12143,"Nuts, pecans, dry roasted, without salt added",9.5,13.55,74.27,,
12644,"Nuts, pecans, oil roasted, with salt added",9.2,13.01,75.23,,
12144,"Nuts, pecans, oil roasted, without salt added",9.2,13.01,75.23,,
12145,"Nuts, pilinuts, dried",10.8,3.98,79.55,,
12147,"Nuts, pine nuts, dried",13.69,13.08,68.37,,
12149,"Nuts, pine nuts, pinyon, dried",11.57,19.3,60.98,,
12652,"Nuts, pistachio nuts, dry roasted, with salt added",21.05,27.55,45.82,,
12152,"Nuts, pistachio nuts, dry roasted, without salt added",21.05,28.28,45.82,,
12151,"Nuts, pistachio nuts, raw",20.16,27.17,45.32,,
12154,"Nuts, walnuts, black, dried",24.06,9.58,59.33,,
12157,"Nuts, walnuts, dry roasted, with salt added",14.29,17.86,60.71,,
12155,"Nuts, walnuts, english",15.23,13.71,65.21,,
12156,"Nuts, walnuts, glazed",8.28,47.59,35.71,,
20034,"Oat bran, cooked",3.21,11.44,0.86,,
20033,"Oat bran, raw",17.3,66.22,7.03,,
20132,"Oat flour, partially debranned",14.66,65.7,9.12,,
20038,"Oats",16.89,66.27,6.9,,
09192,"Oheloberries, raw",0.38,6.84,0.22,,
16130,"Okara",3.52,12.23,1.73,,
11803,"Okra, cooked, boiled, drained, with salt",1.87,4.51,0.21,,
11279,"Okra, cooked, boiled, drained, without salt",1.87,4.51,0.21,,
11804,"Okra, frozen, cooked, boiled, drained, with salt",1.63,6.41,0.24,,
11281,"Okra, frozen, cooked, boiled, drained, without salt",1.63,6.41,0.24,,
11280,"Okra, frozen, unprepared",1.69,6.63,0.25,,
11278,"Okra, raw",1.93,7.45,0.19,,
09195,"Olives, pickled, canned or bottled, green",1.03,3.84,15.32,,
09194,"Olives, ripe, canned (jumbo-super colossal)",0.97,5.61,6.87,,
09193,"Olives, ripe, canned (small-extra large)",0.84,6.26,10.68,,
11296,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",4.14,33.79,14.3,,
11295,"Onion rings, breaded, par fried, frozen, unprepared",3.15,30.53,14.1,,
11285,"Onions, canned, solids and liquids",0.85,4.02,0.09,,
11805,"Onions, cooked, boiled, drained, with salt",1.36,9.56,0.19,,
11283,"Onions, cooked, boiled, drained, without salt",1.36,10.15,0.19,,
11284,"Onions, dehydrated flakes",8.95,83.28,0.46,,
11806,"Onions, frozen, chopped, cooked, boiled, drained, with salt",0.77,6.0,0.1,,
11288,"Onions, frozen, chopped, cooked, boiled, drained, without salt",0.77,6.59,0.1,,
11287,"Onions, frozen, chopped, unprepared",0.79,6.82,0.1,,
11807,"Onions, frozen, whole, cooked, boiled, drained, with salt",0.71,6.11,0.05,,
11290,"Onions, frozen, whole, cooked, boiled, drained, without salt",0.71,6.7,0.05,,
11289,"Onions, frozen, whole, unprepared",0.89,8.45,0.06,,
11282,"Onions, raw",1.1,9.34,0.1,,
11291,"Onions, spring or scallions (includes tops and bulb), raw",1.83,7.34,0.19,,
11294,"Onions, sweet, raw",0.8,7.55,0.08,,
11286,"Onions, yellow, sauteed",0.95,7.86,10.8,,
11292,"Onions, young green, tops only",0.97,5.74,0.47,,
09207,"Orange juice, canned, unsweetened",0.68,11.01,0.15,,
09209,"Orange juice, chilled, includes from concentrate",0.68,11.54,0.12,,
09211,"Orange juice, chilled, includes from concentrate, with added calcium",0.68,11.27,0.12,,
09210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",0.68,11.27,0.12,,
09506,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",0.68,11.54,0.12,,
09215,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water",0.6,8.8,0.06,,
09212,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium",0.6,8.47,0.06,,
09214,"Orange juice, frozen concentrate, unsweetened, undiluted",2.4,35.19,0.25,,
09213,"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",2.4,33.86,0.25,,
09206,"Orange juice, raw",0.7,10.4,0.2,,
09216,"Orange peel, raw",1.5,25.0,0.2,,
09452,"Orange Pineapple Juice Blend",0.41,12.2,0.08,,
09217,"Orange-grapefruit juice, canned or bottled, unsweetened",0.6,10.28,0.1,,
09200,"Oranges, raw, all commercial varieties",0.94,11.75,0.12,,
09201,"Oranges, raw, California, valencias",1.04,11.89,0.3,,
09203,"Oranges, raw, Florida",0.7,11.54,0.21,,
09202,"Oranges, raw, navels",0.91,12.54,0.15,,
09205,"Oranges, raw, with peel",1.3,15.5,0.3,,
05643,"Ostrich, fan, raw",21.81,0.0,2.65,,
05642,"Ostrich, ground, cooked, pan-broiled",26.15,0.0,7.07,,
05641,"Ostrich, ground, raw",20.22,0.0,8.7,,
05645,"Ostrich, inside leg, cooked",29.01,0.0,1.94,,
